matiere,cours,question n,source,texte de la question,option A,option B,option C,option D,option E,reponse
theme 10,la filtration glomérulaire,54,"(Juin 2007, [niveau 1])",La filtration glomérulaire des protéines fait intervenir :,La taille des molécules,La concentration de sodium dans l'urine primitive,La charge électrique des protéines,La configuration moléculaire des protéines,Le coefficient d'infiltration du capillaire glomérulaire,ACD
theme 10,Les fonctions tubulaires,1,(JANVIER 2024),Au niveau de l'anse de Henlé:,La réabsorption de l'eau se fait le long de la branche descendante,La réabsorption de sodium se fait le long de la branche ascendante,Le liquide tubulaire est hyperosmotique à la fin de la branche ascendante,Les échanges hydroélectrolytiques contribuent à la création du gradient osmotique corticopapillaire,Le furosémide (Lasilix) augmente la réabsorption du sodium,AB
theme 10,Les fonctions tubulaires,2,(JANVIER 2024),La réabsorption rénale du glucose:,Se fait au niveau du tube contourné distal,Peut être partielle chez le sujet sain,Par unité de temps est égale à la charge filtrée chez le sujet sain,Favorise la réabsorption d'eau au niveau du tube contourné proximal,Est maximale lorsque la glycémie est supérieure à 4g/L,CE
theme 10,Les fonctions tubulaires,3,(JANVIER 2024),La réabsorption active au niveau du tube contourné proximal concerne:,Les ions phosphates,Les ions bicarbonates,La créatinine,L'urée,Les ions sodium,AE
theme 10,Les fonctions tubulaires,4,(JANVIER 2024),"Chez un sujet sain qui s'alimente normalement, les urines définitives contiennent:",Protéine à PM>70kd,Urée,HCO3- à un taux supérieur à 4800 mmol/24h,Ions H+,Corps cétoniques,BD
theme 10,Les fonctions tubulaires,5,(JANVIER 2024),La réabsorption active au niveau du tube contourné proximal concerne:,Les ions phosphates,Les ions bicarbonates,La créatinine,L'urée,Les ions sodium,ABDE
theme 10,Les fonctions tubulaires,6,(JANVIER 2023),"Au niveau du TCP, la réabsorption de ces substances est totale ou quasi-totale:",Acides aminés,Glucose,Urée,Protéines,HCO3-,ABE
theme 10,Les fonctions tubulaires,7,(JANVIER 2023),La glucosurie peut être expliquée par:,Polyurie,Diminution du Tm du glucose,"Glycémie = 2,5g/l",Augmentation de sécrétion de l'ADH,Altération de la BFG,C
theme 10,Les fonctions tubulaires,8,(JANVIER 2023),"Au niveau du TCP, la réabsorption du sodium filtré:",Se fait par un transport actif primaire du côté apical,Peut s'associer à une sécrétion de H+,Est associée à une réabsorption d'eau,Augmente sous l'effet de l'aldosterone,Augmente par l'AgII,BCE
theme 10,Les fonctions tubulaires,9,(JANVIER 2023),Le sodium:,Est partiellement réabsorbé par le rein,Subit une sécrétion tubulaire régulée par l'ALD,A une clearance inférieure à celle de l'inuline,"A un coefficient d'extraction compris entre 0 et 0,2",A une clearance fractionnelle comprise entre 1 et 5,ACD
theme 10,Les fonctions tubulaires,10,(JANVIER 2023),La réabsorption de Ca2+:,Se fait essentiellement dans le TCP,Se fait grâce à la présence de TRPV5 apical dans le tube distal,Dépend de la vitD dans le TCD,Subit une régulation fine dans l'AH,Diminue sous l'effet de la PTH,AB
theme 10,Les fonctions tubulaires,11,(JANVIER 2023),L'hyperkaliémie peut s'expliquer par:,Acidose métabolique,Perturbation de la fonction rénale,Hyperaldostéronisme,Augmentation de la sécrétion de l'AgII,Stimulation des cellules intercalaires B,AB
theme 10,Les fonctions tubulaires,12,(JANVIER 2023),"Au niveau du tube urinaire, la réabsorption d'eau:",Peut être secondaire au transport actif de sodium,Se fait selon un gradient électrique,Peut se faire par voie trans et paracellulaire,Fait intervenir des transporteurs de diffusion facilité,Est hormonodépendante au niveau de l'anse de Henlé,BCE
theme 10,Les fonctions tubulaires,13,(JANVIER 2022),La réabsorption obligatoire de l'eau:,Se fait au tube contourné proximal,Est égale à la moitié de l'eau filtrée,Précède celle de Na+,A lieu par voie para et transcellulaire,N'augmente pas par ADH,AD
theme 10,Les fonctions tubulaires,14,(JANVIER 2022),"Au niveau de l'anse de Henlé, la réabsorption de Na+:",A lieu au niveau de la branche ascendante,A lieu grâce à des canaux sodiques apicaux sensibles à l'amiloride,A lieu grâce à des cotransporteurs apicaux Na+/K+/2Cl-,Est stimulée par l'aldostérone,Est bloquée par l'ouabaïne,ACE
theme 10,Les fonctions tubulaires,15,(JANVIER 2022),La sécrétion du potassium:,A lieu à partir du tubule proximal,A lieu à partir de la branche ascendante large (BAL) de l'anse de Henlé,A lieu grâce à des contres transporteurs H+/K+ ATPase au niveau du tube collecteur,Augmente sous l'effet de l'aldostérone,Augmente en cas d'alcalose métabolique,BD
theme 10,Les fonctions tubulaires,16,(JANVIER 2022),"Au niveau du TCP, la réabsorption des bicarbonates:",Fait intervenir des antiports apicaux Na+/H+,Fait intervenir des cotransports basolatéraux HCO3-/Na+,Se fait par voie paracellulaire,Est stimulée par l'angiotensine II et inhibée par hypercapnie,Aucune réponse n'est juste,A
theme 10,Les fonctions tubulaires,17,(JANVIER 2022),"Au niveau du rein, la réabsorption de l'eau:",Est obligatoire tout le long du tubule,"Concerne, au niveau du tubule proximal, les 2/3 de l'eau filtrée",Dépend de l'état d'hydratation de l'organisme,Est indépendante de l'osmolarité plasmatique,Se fait par un mécanisme actif au niveau du tube collecteur,BC
theme 10,Les fonctions tubulaires,19,(JANVIER 2021),"Au niveau du néphron, une substance librement filtrée et partiellement sécrétée:",A une charge filtrée proportionnelle à sa concentration plasmatique,A une charge excrétée égale à la charge filtrée egale a la charge filtrée,A une clairance équivalente au DFG,A un coefficient d'extraction > 0.2,A une clairance fractionnelle entre 1 et 5,AE
theme 10,Les fonctions tubulaires,20,(JANVIER 2021),"Dans les conditions physiologiques, le tube contourné proximal est le siège d'une réabsorption totale de:",Acide aminé,Sodium,Glucose,Bicarbonates,Phosphates,AC
theme 10,Les fonctions tubulaires,21,(JANVIER 2021),La présence de glucose dans les urines définitives peut être due à une:,Hyperglycémie à 3 g/l,Hypoosmolarité plasmatique,Diminution du DFG,Compétition du glucose et des AA (même transporteur),Diminution de Tm de réabsorption de glucose,AE
theme 10,Les fonctions tubulaires,22,(JANVIER 2021),"Au niveau des néphrons juxtamédullaires, l'anse de Henlé:",Reçoit de l'urine qui est iso-osmotique au plasma,Comprend une branche descendante qui est perméable à l'eau,Comprend une branche ascendante qui est imperméable au sodium,Intervient dans la création du gradient osmotique cortico-papillaire,Contient à sa sortie un liquide tubulaire hyper-osmotique au plasma,ABD
theme 10,Les fonctions tubulaires,23,(JANVIER 2020),"Les données ci-dessous sont obtenues chez un jeune diabétique qui a interrompu son traitement depuis une semaine: DFG = 120 ml/min, glycémie à jeun 5 g/l, diurèse 4.5 l/jour. Sachant que le transport maximal (Tm) de réabsorption du glucose est égal à 375 mg/min, on peut déduire chez ce sujet que:",La charge filtrée du glucose est égale à 600 mg/min,La charge réabsorbée du glucose est égale à 600 mg/min,La charge excrétée du glucose est égale à 225 mg/min,La clairance rénale du glucose est nulle,Le coefficient d'extraction rénale de glucose est égal à 1,AC
theme 10,Les fonctions tubulaires,24,(JANVIER 2020),La clairance rénale d'une substance S:,Indique toujours que S est l'objet d'une réabsorption tubulaire quand elle est inférieure à la clairance de l'inuline,Est égale au débit plasmatique rénal (DPR) si S ne subit aucun transfert tubulaire,Correspond au DFG si S est totalement sécrétée en un seul passage rénal,Est égale au volume virtuel de plasma totalement débarrassé de S par unité de temps,Est égale à la quantité de S excrétée dans les urines par unité de temps,AD
theme 10,Les fonctions tubulaires,25,(JANVIER 2020),L'activité du cotransport apical Na+/K+/2Cl- au niveau de l'anse de Henlé:,Est dépendante de la pompe Na+/K+ ATPases,Inhibe la réabsorption rénale du calcium,Favorise l'élimination rénale de potassium,Est indispensable à la création du gradient cortico-papillaire,Est inhibée par l'administration de furosémide,ADE
theme 10,Les fonctions tubulaires,26,(JANVIER 2020),Le cotransport Na+/Cl- du tube distal initial:,Peut être apical ou basal,Est un transport actif secondaire,Intervient dans la création de gradient cortico-papillaire,Est stimulé par l'aldostérone,Est inhibé par les diurétiques thiazidiques,BE
theme 10,Les fonctions tubulaires,27,(JANVIER 2020),La réabsorption rénale du calcium:,Se fait par voie paracellulaire au niveau du tube proximal,Se fait via un transport actif primaire apical au niveau de la branche ascendante large de l'anse de Henlé,Est stimulée par la parathormone (PTH),Est inhibée par la vitamine D active,Est réduite par les diurétiques de l'anse de Henlé,ACD
theme 10,Les fonctions tubulaires,28,(JANVIER 2020),"Au niveau du rein, l'aldostérone stimule directement:",La pompe H+ ATPase,La pompe Na+/K+ ATPase,La pompe Ca2+ ATPase,Le canal sodique amiloride sensible,Le canal potassique apical,DE
theme 10,Les fonctions tubulaires,29,(JANVIER 2020),"Au niveau du tubule proximal, la réabsorption rénale de HCO3- filtré:",Se fait via un cotransport électroneutre apical HCO3-/Cl-,Dépend de la réabsorption de Na+,Dépend de l'anhydrase carbonique,Est associée à une sécrétion nette de H+,Augmente sous l'effet de l'hypovolémie,BCDE
theme 10,Les fonctions tubulaires,31,(JANVIER 2019),La courbe de titration de l'Acide Para-Amino-Hippurique (PAH) permet de conclure que:,La charge sécrétée est toujours proportionnelle à la concentration plasmatique de PAH,La réabsorption rénale de PAH est saturable,Le coefficient d'extraction rénale de PAH est fixe quelle que soit sa concentration plasmatique,Le PAH est une substance de choix pour mesurer le Débit Sanguin Rénal (DSR),"A faible concentration plasmatique, la clairance du PAH est à peu près 5 fois celle de l'inuline",DE
theme 10,Les fonctions tubulaires,32,(JANVIER 2019),Le transport apical des acides aminés (AA) au niveau du tube proximal est:,Couplé à celui des HCO3-,De type cotransport Na+/AA,De type transport actif primaire,Bloqué par la papavérine,Bloqué par l'ouabaïne,BE
theme 10,Les fonctions tubulaires,33,(JANVIER 2019),La réabsorption tubulaire proximale du glucose:,Se fait par des transporteurs apicaux de type GLUT2,Se fait par un transport actif secondaire apical,A un débit égal à la charge filtrée jusqu'à une glycémie égale à 3g/l,A un débit de 375 mg/min lorsque la glycémie est de 4 g/l,Est modulée par l'équilibre acidobasique,B
theme 10,Les fonctions tubulaires,34,(JANVIER 2019),Au niveau de la partie initiale du tube distal:,Le canal sodique amiloride assure la réabsorption de Na+,L'entrée apicale de Na se fait grâce à un symport Na+/Cl-,Le K+ est sécrété,Le Ca2+ et le magnésium sont réabsorbés par diffusion paracellulaire,La réabsorption du Ca2+ est augmentée par la parathormone,BE
theme 10,Les fonctions tubulaires,35,(JANVIER 2019),Au niveau des cellules principales du néphron distal:,L'entrée apicale de Na est assurée par un canal sodique,Le canal sodique apical est stimulé par l'amiloride,La sortie basolatérale du Na+ est assurée par la pompe Na+/K+ ATPase,La sécrétion de K+ est directement inhibée par le Facteur Atrial Natriurétique (FAN),La réabsorption de l'eau est facultative,AC
theme 10,Les fonctions tubulaires,36,(JANVIER 2019),La sécrétion de K+ augmente en cas de:,Alcalose métabolique,Hyperaldosteronisme,Augmentation de l'électronégativité luminale,Augmentation du contenu sodique total de l'organisme,Hypercalcémie,ABC
theme 10,Les fonctions tubulaires,37,(JANVIER 2019),Les diurétiques de l'anse réduisent:,L'activité du cotransporteur Na+/K+/2Cl- de la branche ascendante large de Henlé,L'activité de la pompe Na+/K+ ATPase basolatérale,La réabsorption paracellulaire de Ca2+ et de Mg2+,La charge excrétée de K+,Le gradient de concentration cortico-papillaire,AE
theme 10,Les fonctions tubulaires,38,(JANVIER 2019),Les substances qui peuvent subir un processus de sécrétion rénale sont:,Le Na+,Le K+,Les HCO3-,L'urée,La créatinine,BDE
theme 10,Les fonctions tubulaires,40,(JUILLET 2016),"Au niveau du rein, l'urée est:",Partiellement sécrétée,Réabsorbée par un cotransport actif secondaire au niveau du tube proximal,Réabsorbée par diffusion facilitée tout au long du néphron,Réabsorbée secondairement à l'eau au niveau du tube collecteur proximal,Responsable à peu près de la moitié du gradient osmotique cortico-papillaire,DE
theme 10,Les fonctions tubulaires,41,(JUILLET 2016),La clairance fractionnelle d'une substance Y peut être exprimée comme suit:,Charge réabsorbée/charge filtrée,Charge excrétée/charge filtrée,Débit de filtration glomérulaire/Débit plasmatique,Clairance de Y/clairance de l'inuline,Coefficient d'extraction de Y/Coefficient d'extraction de l'inuline,DE
theme 10,Les fonctions tubulaires,42,(JUILLET 2016),La courbe ci-dessous représente l'évolution de la charge réabsorbée du glucose en fonction de la glycémie.https://i.postimg.cc/ZnZg9FDm/Capture-d-cran-2025-07-14-151000.png.En se basant sur cette courbe:,1 délimite une partie de la courbe où la charge réabsorbée est égale à celle filtrée,1 délimite une partie de la courbe où le coefficient d'extraction rénale du glucose est nul,2 est une partie de la courbe qui reflète l'hétérogénéité des néphrons,2 est une partie de la courbe à partir de laquelle la charge excrétée devient parallèle à la charge filtrée,3 peut être atteint à l'état physiologique,ABD
theme 10,Les fonctions tubulaires,43,(JUILLET 2016),Le blocage du cotransport électroneutre apical de la cellule de la branche ascendante large de Henlé peut entraîner les perturbations suivantes:,Hypernatrémie,Hyperchlorémie,Hypokaliémie,Hypocalcémie,Hypermagnésémie,C
theme 10,Les fonctions tubulaires,44,(JUILLET 2016),"Au niveau du pôle apical de la cellule tubulaire proximale, on trouve:",Des aquaporines,Des antiports Na+/H+,Des canaux sodiques amiloride,Des GLUT2,Des canaux calciques,ABE
theme 10,Les fonctions tubulaires,45,(JUIN 2016),Au niveau du tubule rénal:,Le transport passif se fait selon un gradient électrochimique,Le transport actif primaire assure la réabsorption apicale de Na+,La diffusion facilitée assure le passage du glucose côté basolatéral vers le milieu interstitiel,Il existe un transport maximal pour l'urée et les acides organiques,Les traces de protéines filtrées sont réabsorbées par un transport actif secondaire,AC
theme 10,Les fonctions tubulaires,46,(JUIN 2016),Au niveau du tubule rénal:,50% des bicarbonates filtrés sont réabsorbés au niveau du tube proximal,La créatinine est partiellement réabsorbée au niveau du tube proximal,L'urée diffuse passivement dans la branche ascendante large de Henlé,30% du K+ filtré est réabsorbé au niveau du tube distal,La réabsorption de l'eau se fait par voie transcellulaire au niveau du tube collecteur,E
theme 10,Les fonctions tubulaires,47,(JUIN 2016),Pour une substance qui subit une sécrétion rénale partielle nette:,"Le coefficient d'extraction est inférieur à 0,2","Le coefficient d'extraction est supérieur à 0,2 et inférieur à 5",La clairance fractionnelle est supérieure à 1 et inférieure à 5,La clairance est égale au DPR,La charge excrétée est supérieure à la charge filtrée,CE
theme 10,Les fonctions tubulaires,48,(JUIN 2016),"Au niveau du rein, l'ammonium:",Est filtré,Est formé à partir du glutamate,Diffuse passivement à travers la membrane des cellules tubulaires,Est secrété par la cellule principale du tube distal,Est la principale forme d'excrétion urinaire de H+,BE
theme 10,Les fonctions tubulaires,49,(JUIN 2016),Les diurétiques:,De l'anse inhibent l'antiport Na+/H+,Peuvent modifier l'équilibre acide-base,Augmentent la charge excrétée de K+,Augmentent la charge excrétée de Na+,N'agissent que sur le néphron distal,BD
theme 10,Les fonctions tubulaires,50,(JUIN 2016),Au niveau de la cellule principale du tube distal:,Le canal sodique amiloride assure le passage de Na+ du côté basolatéral vers le milieu interstitiel,La sécrétion de K+ augmente sous l'effet de l'aldostérone,Le Ca2+ est massivement réabsorbé par diffusion passive paracellulaire,La totalité de l'ammonium est formée,L'aldostérone favorise l'insertion d'aquaporines du côté apical et basolatéral des cellules,B
theme 10,Les fonctions tubulaires,52,(JUILLET 2010),Concernant le rétrocontrôle tubuloglomérulaire:,C'est un mécanisme de régulation du DFG et du DPR,Il entraîne toujours une vasodilatation de l'artériole afférente,Il met en jeu les cellules de la macula densa,L'adénosine est sécrétée par les cellules glomérulaires,Il met en jeu le système rénine-angiotensine local,ACE
theme 10,Les fonctions tubulaires,53,(JUILLET 2010),Le coefficient d'extraction d'une substance est égal à 1. Cette substance:,Est filtrée et partiellement réabsorbée,Est filtrée et totalement sécrétée,Peut être l'inuline,Peut être le PAH,Peut être utilisée pour mesurer le débit de filtration glomérulaire,BD
theme 10,Les fonctions tubulaires,54,(JUILLET 2010),La clairance rénale d'une substance est de 600 ml/min chez un sujet dont le DFG est égal à 125 ml/min. Cette substance:,Est filtrée et partiellement réabsorbée,Est filtrée et totalement sécrétée,Peut être l'inuline,Peut être le PAH,Peut être utilisée pour mesurer le débit sanguin rénal,BDE
theme 10,Les fonctions tubulaires,55,(JUILLET 2010),Le glucose filtré par le glomérule:,Est réabsorbé par diffusion facilitée du côté basolatéral de la cellule proximale,A normalement une clairance égale à 1,Est réabsorbé par voie paracellulaire au niveau du tube distal,Est réabsorbé par l'intermédiaire d'un cotransporteur apical Na+-glucose au niveau du tube proximal,Sa réabsorption est limitée par un Tm,ADE
theme 10,Embyologie dy systeme urinaire,3,(Janvier 2019),Choisir la (les) bonne(s) réponse(s):,Le mésonéphrose est le premier dérivé du cordon néphrogène,Le podocyte provient du mésonéphros,Le tube contourné proximal provient du blastème métanéphrogène,Le métanéphros subit une segmentation,L'épithélium urétral féminin est d'origine endodermique,CE
theme 10,Embyologie dy systeme urinaire,4,(Mai 2009),Répondre aux questions suivantes dans l'espace prévu pour les réponses:,Le mésonéphros est le premier dérivé du cordon néphrogène,Le podocyte provient du mésonéphros,Le tube contourné distal provient du blastème métanéphrogène,Le pronéphros subit une segmentation,L'épithélium urétral féminin est d'origine endodermique,CE
theme 10,Embyologie dy systeme urinaire,5,(Juillet 2003),Les métanéphros:,Subit une métamérisation,Subit une ascension à la fin de son développement,Se développe dans la région cervicale de l'embryon,Est d'origine entoblastique,Est à l'origine du système excréteur du rein,B
theme 10,Embyologie dy systeme urinaire,6,(Décembre 2000),Le canal de Wolff:,Est mis en place chez l'embryon de sexe masculin et chez l'embryon de sexe féminin,Dérive du métanéphros,Donne naissance au bourgeon urétéral,Est à l'origine des tubes collecteurs,Est à l'origine du bassinet,ACDE
theme 10,Embyologie dy systeme urinaire,7,(Décembre 1998),Choisir la (les) bonne(s) réponse(s):,Le mésonéphros se métamérise au cours de la 4ème semaine du développement,Le bourgen urétéral constitue la seule structure du msonephros qui persiste che la femme,"Dans le sexe masculin, les tubes mésonéphrotiques donnent les canau efférents",Le canal déférent dérive du canal de Wolff,Le mésonéphros donne naissance à des glomérules mésonéphrotiques,ACD
theme 10,Embyologie dy systeme urinaire,8,(Décembre 1998),Le sinus uro-génital:,Est d'origine mésoblastique,Est à l'origine de toute la vessie,Se continue par l'allantoïde,Donne naissance à la prostate,Participe à la formation du vagin,CDE
theme 10,Embyologie dy systeme urinaire,9,(Décembre 1998),Choisir la (les) bonne(s) réponse(s):,Le rein en fer à cheval se trouve en position lombaire basse,Le rein en fer à cheval comporte 2 uretères,Le rein en fer à cheval résulte de l'accolement des pôles inférieurs de 2 métanéphros,Le méga-uretère a une longueur normale,Le méga-uretère a une muqueuse anormalement épaisse,ABCD
theme 10,Embyologie dy systeme urinaire,10,,Le sinus urogénital:,Est l'origine endoblastique,Résulte de la division du canal anorectal,Se continue par l'allantoïde,Est à l'origine de toute la vessie,Est à l'origine du bourgeon urétéral,AC
theme 10,Embyologie dy systeme urinaire,11,,Choisir la (les) bonne(s) réponse(s):,Le canal de Wolff se développe à partir du métanéphros,Certaines structures du rein dérivent du bourgeon urétéral,Le métanéphros participe à la formation de l'appareil génital masculin,"Au cours de son ascension, le rein effectue une rotation de 90°",Les tubes collecteurs se forment à partir des vésicules mésonéphrotiques,BD
theme 10,Embyologie dy systeme urinaire,12,,Le sinus urogénital:,Est d'origine épiblastique,Est divisé en zone urinaire et zone génitale par l'éperon périnéal,Est à l'origine du bourgeon urétéral,Forme la zone du trigone vésical,Participe à la formation du vagin,E
theme 10,Embyologie dy systeme urinaire,13,,Le trigone vésical dérive embryologiquement:,Du canal de Wolff,Du canal de Muller,De la zone génitale du sinus uro-génital,De la zone urinaire du sinus urogénital,Du sinus urogénital et du canal de Wolff,A
theme 10,Embyologie dy systeme urinaire,14,,Soient les propositions suivantes se rapportant au développement de l'appareil urinaire:,Le bourgeon urétéral est un dérivé mésonéphrotique,Les petits calices et les tubes collecteurs dérivent du métanéphrogène,Les segments distaux des néphrons dérivent du blastème métanéphrogène,Les capsules de Bowman dérivent des vésicules métanéphrotiques,Le tissu interstitiel du rein dérive du blastème métanéphrogène,ACDE
theme 10,Embyologie dy systeme urinaire,15,,Soient les propositions suivantes symbolisées par des lettres:,Le bourgeon urétéral est une excroissance du canal de Muller,Le canal de Wolff s'abouche au niveau du cloaque,Le mésonéphros participe à la formation de l'appareil génital masculin,La différenciation du blastème métanéphrogène s'effectue sous l'induction du bourgeon urétéral,Les tubes collecteurs dérivent du bourgeon urétéral,BCDE
theme 10,Embyologie dy systeme urinaire,16,,"Du canal de Wolff, dérive:",L'uretère,Le canal épididymaire,La prostate,Les vésicules séminales,Les canaux efférents,ABE
theme 10,Embyologie dy systeme urinaire,17,,Le rein en fer à cheval:,Se développe à partir de deux mésonéphros,Résulte de l'accolement des pôles inférieurs des deux métanéphros,Est un rein ectopique,Comprend deux uretères,Est un rein surnuméraire,BCD
theme 10,Embyologie dy systeme urinaire,18,,Le métanéphros est fonctionnel au cours du 7ème mois du développement embryonnaire:,"Au cours du développement, le métanéphros subit une ascension",Le rein du nouveau-né comporte des néphrons en formation,La surface du rein du nouveau-né est lisse,La différenciation du blastème métanéphrotique s'effectue sous l'induction d'un tubule mésonéphrotique,Aucune réponse n'est correcte,ABE
theme 10,Embyologie dy systeme urinaire,19,,Les propositions suivantes se rapportent au trigone vésical:,Il est d'origine endoblastique,Sa surface interne est plissée,Il comporte des glandes muqueuses,"Son épithélium est de type urinaire, chez les individus de sexe masculin",Le sphincter lisse du col vésical est formé à partir de sa musculeuse,ABCE
theme 10,Embyologie dy systeme urinaire,20,,Soient les propositions suivantes symbolisées par des lettres:,Le mésonéphros est fonctionnel au cours du 6ème mois du développement,Le trigone vésical est d'origine endoblastique,"Au cours du développement, le métanéphros, primitivement situé dans la région caudale de l'embryon, subit une ascension",Le rein du nouveau-né comporte des glomérules en formation,Le rein du nouveau-né est dépourvu de cortex corticis,ACE
theme 10,Embyologie dy systeme urinaire,21,,Le sinus uro-génital:,Est d'origine mésoblastique,Résulte de la division du cloaque,Reçoit les 2 canaux de Wolff,Se continue par l'allantoïde,Est à l'origine du trigone vésical,BCD
theme 10,Relation structure fonction,1,(Janvier 2019),Les néphrons corticaux:,Présentent un débit sanguin plus élevé que les néphrons,Ont des anses de Henle longues,Participent activement à la concentration des urines,Participent activement à l'équilibre acide basique,Subissent l'action de l'aldostérone,CDE
theme 10,Relation structure fonction,2,(Juillet 2010),"Sachant que le débit plasmatique rénal est de 600 ml/min et que l'hématocrite est de 40%, le débit sanguin rénal est égal à:",1000 ml/min,130 ml/min,900 ml/min,1230 ml/min,1300 ml/min,A
theme 10,Relation structure fonction,3,(Juillet 2010),Le débit sanguin rénal (DSR):,Représente environ le quart du débit cardiaque 20%,Dépend de la vasomotricité des artérioles afférente et efférente,Dépend de la pression oncotique capillaire,Intervient dans la régulation du débit de filtration glomérulaire (DFG),Dépend de la pression artérielle moyenne (PAM),ABDE
theme 10,Appareil génital  féminin,1,(Janvier 2023),Moyens de fixité de la trompe :,Mésosalpinx,Ligament utéro-ovarien,Ligament tubo-ovarien,Ligament lombo-ovarien,Ligament rond,AC
theme 10,Appareil génital  féminin,4,(Janvier 2022),Concernant le vagin :,Le cul de sac dorsal est plus profond que le ventral,Le triangle vaginal (de Pawlick) est situé sur la paroi dorsale,Les artères utérines participent à la vascularisation du vagin,L'extrémité inférieure du vagin contribue à la formation du vestibule vulvaire,Le vagin n'a pas de rapports avec le trigone vésical,ACD
theme 10,Appareil génital  féminin,5,(Janvier 2021),Choisir la (les) bonne(s) réponse(s) :,Le cul de sac vaginal ventral est plus profond que le dorsal,Le triangle de Pawlick est situé sur la paroi ventrale,Les artères utérines participent à la vascularisation du vagin,L'extrémité du vagin contribue à la formation du vestibule vulvaire,Le vagin a des rapports avec le trigone vésical,BCDE
theme 10,Appareil génital  féminin,6,(Janvier 2021),Choisir la (les) bonne(s) réponse(s) :,Les artères ovariennes participent à la vascularisation de l'utérus,L'artère utérine prend naissance au niveau de l'iliaque primitive,Le ligament large se termine au niveau de la grande lèvre,L'uretère croise l'artère utérine au niveau du paramètre sous,La cervico-vaginale prend naissance à partir du segment rétro-ligamentaire de l'artère utérine,A
theme 10,Appareil génital  féminin,7,(Mars 2002),Le ligament large :,Représente le méso de l'utérus,Est tendu des bords latéraux de l'utérus à la paroi pelvienne latérale,Elle est constituée d'une partie supérieure : le paramètre et d'une partie inférieure : le mésomètre,Son aileron funiculaire contient le ligament rond,Son aileron postérieur est encore appelé ligament tubu-ovarien,ABD
theme 10,Appareil génital  féminin,8,(Mars 2002),L'ovaire :,Est totalement péritonisé,Est situé devant le ligament large,Est en rapport avec l'urètre,Sa vascularisation est exclusivement assurée par l'artère ovarienne,Son drainage veineux se fait à droite vers la veine cave inférieure et à gauche vers la veine rénale gauche,E
theme 10,Appareil génital  féminin,9,(Juillet 2001),L'utérus et le mésosalpinx :,Le col utérin est un segment intra vaginal,Le mésosalpinx entoure la trompe utérine,Le col utérin est normalement  préitonisé,L'utérus est normalement antéversé et antéfléchi,Le système de suspension de l'utérus est formé par  la partie supérieure du ligament large et les deux ligaments ronds,BCD
theme 10,Appareil génital  féminin,10,(Juillet 2001),La trompe utérine :,Longue en moyenne de 10 à 12 cm,Le segment ampullaire est le plus court,La trompe est un organe extrêmement fixe,Le pavillon tubaire est totalement péritonisé,La trompe communique avec la cavité péritonéale,AE
theme 10,Appareil génital  féminin,11,(Juillet 1999),Le mésosalpinx :,Est l'aileron postérieur du mésomètre,Contient l'arcade artérielle sous tubaire,Entoure toute la trompe utérine,Entoure le ligament rond,De forme triangulaire et à sommet interne,BC
theme 10,Appareil génital  féminin,12,(Mars 1999),Choisir la (les) bonne(s) réponse(s) :,Le pavillon tubaire est totalement péritonisé,La trompe utérine est extrêmement fixe,La trompe utérine présente à décrire 4 segments,Le segment ampullaire est le segment le plus long,La trompe utérine peut être le siège de reliquats embryologiques,CDE
theme 10,Appareil génital  féminin,13,(Mars 1998),Lesquels parmi les éléments suivants appartiennent à l'étage moyen du périnée antérieur de la femme :,Les bulbes vestibulaires,Le muscle ischio-caverneux,Les corps caverneux,Le constricteur de la vulve,Les glandes de SKENE,ACE
theme 10,Appareil génital  féminin,14,,L'utérus répond latéralement :,À la vessie,Au ligament large,À l'ovaire,Au ligament tubo-ovarien,Aucune des réponses n’est juste,B
theme 10,Appareil génital  féminin,15,,L'artère utérine :,Précroise l'urètre,Rétrocroise l'urètre,Dans le Mésosalpinx,Dans le Mésométrium,Aucune réponse n’est correcte,D
theme 10,Appareil génital  féminin,16,(Mars 1998),Choisir la (les) bonne(s) réponse(s) :,L'ovaire est entièrement dépourvu de péritoine,Le pavillon tubaire est totalement péritonisé,L'aileron antérieur du ligament large est sous tendu par l'ovaire,Le mésomètre est le segment souple et mobile du ligament large,Le mésomètre constitue la tente vasculaire de l'artère utérine,DE
theme 10,Appareil génital  féminin,18,,Au cours du développement de la glande mammaire :,L'aplasie mammaire est l'absence totale de sein (glande et plaque aréolo-mamelonnaire),"Les mamelons surnuméraires sont en effet toujours situés sur une ligne partant du creux axillaire et aboutissant au pubis, selon le trajet de l'ancienne crête mammaire",Le sein est situé sur la paroi thoracique antérieure entre le 4ème et le 7ème côtes,Le sein est situé dedans du sternum et en dehors du ligament axillaire antérieure,La plaque aréolo-mamelonnaire est le point de convergence de toutes les cloisons fibreuses intra-glandulaires,BE
theme 10,Appareil génital masculin,1,(Janvier 2024),Une ou plusieurs réponses sont justes concernant la vascularisation de la verge:,L'artère caverneuse chemine dans le corps caverneux et participe activement à l'érection,L'artère dorsale de la verge chemine entre la peau et le fascia de Buck,L'artère bulbo urétrale longe l'uretère et provient de l'artère pudendale (honteuse interne),"Toutes les artères de la verge sont issues de l'artère pudendale, branche de l'artère iliaque externe","Il existe deux veines dorsales de la verge, une superficielle et une profonde séparée par le Dartos",AC
